subj,trialExp,trialRoom,rt,signedPE,reward,estimate,absPE,risk,signedErr,absErr,learningRate,lrcat,deck
61,30,0,5065,40,80,40,40,1,0,0,0,50,40
61,31,1,4917,60,100,40,60,1,-20,20,0.333333333,50,60
61,32,2,4938,-20,20,40,20,1,0,0,0,-10,40
61,33,3,5496,0,60,60,0,1,0,0,,,60
61,34,4,4482,20,60,40,20,1,0,0,0.5,10,40
61,35,5,3867,-10,40,50,10,1,10,10,1,-10,40
61,36,6,4887,-40,20,60,40,1,0,0,0,-50,60
61,37,7,4889,20,80,60,20,1,0,0,-1,10,60
61,38,8,5047,-40,0,40,40,1,0,0,0.5,-50,40
61,39,9,3805,0,40,40,0,1,-20,20,,,60
61,40,10,4422,-20,20,40,20,1,-20,20,-0.5,-10,60
61,41,11,4750,0,20,20,0,1,-20,20,,,40
61,42,12,4548,-30,0,30,30,1,-10,10,0.333333333,-30,40
61,43,13,4918,50,100,50,50,1,-10,10,1,50,60
61,44,14,4998,60,80,20,60,1,-20,20,0.5,50,40
61,45,15,4866,-20,80,100,20,1,40,40,1,-10,60
61,46,16,4540,10,60,50,10,1,10,10,-3,10,40
61,47,17,4966,-20,60,80,20,1,20,20,0,-10,60
61,48,18,4900,-40,40,80,40,1,20,20,0.5,-50,60
61,49,19,4220,20,40,20,20,1,-20,20,0,10,40
61,50,20,3940,40,60,20,40,1,-20,20,1,50,40
61,51,21,3890,-20,40,60,20,1,0,0,1,-10,60
61,52,22,4293,40,80,40,40,1,-20,20,1,50,60
61,53,23,4172,20,80,60,20,1,20,20,-2,10,40
61,54,24,4122,20,100,80,20,1,20,20,0,10,60
61,55,25,4792,-20,0,20,20,1,-20,20,0,-10,40
61,56,26,4153,-60,20,80,60,1,20,20,0.666666667,-50,60
61,57,27,4075,20,40,20,20,1,-20,20,0,10,40
61,58,28,4247,0,20,20,0,1,-20,20,,,40
61,59,29,3991,20,60,40,20,1,-20,20,,10,60
62,0,0,3343,-10,60,70,10,1,30,30,1,-10,40
62,1,1,3411,50,80,30,50,1,-30,30,1,50,60
62,2,2,4099,-60,0,60,60,1,20,20,0.5,-50,40
62,3,3,3686,-60,20,80,60,1,20,20,0.5,-50,60
62,4,4,5076,50,80,30,50,1,-10,10,0.8,50,40
62,5,5,3238,-50,20,70,50,1,30,30,0.4,-50,40
62,6,6,3644,10,60,50,10,1,-10,10,1,10,60
62,7,7,3182,40,100,60,40,1,0,0,0.25,50,60
62,8,8,3131,-10,40,50,10,1,10,10,0,-10,40
62,9,9,3653,-30,40,70,30,1,10,10,0.333333333,-30,60
62,10,10,3275,-40,20,60,40,1,0,0,-0.75,-50,60
62,11,11,3277,30,80,50,30,1,10,10,1,30,40
62,12,12,3724,-80,0,80,80,1,40,40,0.75,-70,40
62,13,13,3632,-10,80,90,10,1,30,30,1,-10,60
62,14,14,3584,0,20,20,0,1,-20,20,,,40
62,15,15,3748,20,100,80,20,1,20,20,-2,10,60
62,16,16,3013,-20,60,80,20,1,40,40,3,-10,40
62,17,17,3262,20,60,40,20,1,-20,20,2.5,10,60
62,18,18,3545,-50,40,90,50,1,30,30,-0.2,-50,60
62,19,19,3583,20,40,20,20,1,-20,20,0,10,40
62,20,20,3081,20,40,20,20,1,-20,20,0,10,40
62,21,21,3520,-20,80,100,20,1,40,40,0.5,-10,60
62,22,22,3218,-30,60,90,30,1,30,30,0,-30,60
62,23,23,3631,60,80,20,60,1,-20,20,0,50,40
62,24,24,3282,-70,20,90,70,1,30,30,-0.142857143,-70,60
62,25,25,3307,0,20,20,0,1,-20,20,,,40
62,26,26,3374,0,100,100,0,1,40,40,,,60
62,27,27,3369,30,60,30,30,1,-10,10,0.333333333,30,40
62,28,28,4101,-40,0,40,40,1,0,0,,-50,40
62,29,29,3312,-40,40,80,40,1,20,20,,-50,60
62,30,0,3167,55,80,25,55,0,-35,35,0.909090909,50,60
62,31,1,3426,15,40,25,15,0,-15,15,0.666666667,10,40
62,32,2,3405,-5,30,35,5,0,-5,5,1,-10,40
62,33,3,3285,-5,70,75,5,0,15,15,-1,-10,60
62,34,4,3539,-20,60,80,20,0,20,20,-0.5,-10,60
62,35,5,3190,-10,20,30,10,0,-10,10,-1,-10,40
62,36,6,3331,10,50,40,10,0,0,0,0,10,40
62,37,7,3267,-40,50,90,40,0,30,30,0.375,-50,60
62,38,8,3495,20,60,40,20,0,0,0,0,10,40
62,39,9,3567,-35,40,75,35,0,15,15,-0.142857143,-30,60
62,40,10,3188,0,40,40,0,0,0,0,,,40
62,41,11,3167,0,80,80,0,0,20,20,,,60
62,42,12,3136,-10,70,80,10,0,20,20,0,-10,60
62,43,13,3175,-10,30,40,10,0,0,0,0,-10,40
62,44,14,3457,-30,50,80,30,0,20,20,0,-30,60
62,45,15,3515,-20,20,40,20,0,0,0,0.5,-10,40
62,46,16,3222,-20,60,80,20,0,20,20,0,-10,60
62,47,17,3083,20,50,30,20,0,-10,10,0.5,10,40
62,48,18,3135,-40,40,80,40,0,20,20,-0.25,-50,60
62,49,19,3237,20,60,40,20,0,0,0,-1,10,40
62,50,20,3148,-40,50,90,40,0,30,30,0.5,-50,60
62,51,21,4307,10,80,70,10,0,10,10,0,10,60
62,52,22,3479,40,60,20,40,0,-20,20,0.75,50,40
62,53,23,3712,-30,20,50,30,0,10,10,0,-30,40
62,54,24,3576,-30,40,70,30,0,10,10,0.333333333,-30,60
62,55,25,3908,-10,40,50,10,0,10,10,1,-10,40
62,56,26,3887,-10,30,40,10,0,0,0,-2,-10,40
62,57,27,3791,0,60,60,0,0,0,0,,,60
62,58,28,3297,-10,70,80,10,0,20,20,,-10,60
62,59,29,3279,-10,50,60,10,0,20,20,,-10,40
63,0,0,7010,20,70,50,20,0,-10,10,0.5,10,60
63,1,1,7003,0,50,50,0,0,10,10,,,40
63,2,2,7005,0,60,60,0,0,20,20,,,40
63,3,3,7005,20,80,60,20,0,0,0,1.5,10,60
63,4,4,7003,-50,40,90,50,0,30,30,0.2,-50,60
63,5,5,7003,-10,20,30,10,0,-10,10,-2,-10,40
63,6,6,7011,-10,40,50,10,0,10,10,-1,-10,40
63,7,7,3470,-30,50,80,30,0,20,20,0.333333333,-30,60
63,8,8,2883,-30,30,60,30,0,20,20,1.333333333,-30,40
63,9,9,2870,-10,60,70,10,0,10,10,1,-10,60
63,10,10,3097,10,30,20,10,0,-20,20,2,10,40
63,11,11,2849,10,70,60,10,0,0,0,2,10,60
63,12,12,2934,-20,60,80,20,0,20,20,1,-10,60
63,13,13,2815,10,50,40,10,0,0,0,-1,10,40
63,14,14,2904,-10,50,60,10,0,0,0,-1,-10,60
63,15,15,2793,30,60,30,30,0,-10,10,-0.333333333,30,40
63,16,16,3096,-30,40,70,30,0,10,10,0,-30,60
63,17,17,2989,20,40,20,20,0,-20,20,0,10,40
63,18,18,2887,10,80,70,10,0,10,10,-1,10,60
63,19,19,3216,0,20,20,0,0,-20,20,,,40
63,20,20,2798,0,60,60,0,0,0,0,,,60
63,21,21,3774,-30,40,70,30,0,10,10,-0.333333333,-30,60
63,22,22,4408,0,30,30,0,0,-10,10,,,40
63,23,23,2903,-20,20,40,20,0,0,0,0.5,-10,40
63,24,24,3336,-10,70,80,10,0,20,20,0,-10,60
63,25,25,3368,20,50,30,20,0,-10,10,0.5,10,40
63,26,26,3222,20,60,40,20,0,0,0,-0.5,10,40
63,27,27,3508,0,80,80,0,0,20,20,,,60
63,28,28,2934,-10,50,60,10,0,0,0,,-10,60
63,29,29,7004,10,40,30,10,0,-10,10,,10,40
63,30,0,3981,0,60,60,0,1,20,20,,,40
63,31,1,3160,-20,20,40,20,1,-20,20,0.5,-10,60
63,32,2,2830,-30,40,70,30,1,30,30,-0.333333333,-30,40
63,33,3,3882,30,60,30,30,1,-30,30,0,30,60
63,34,4,3917,-60,20,80,60,1,40,40,0.333333333,-50,40
63,35,5,3341,20,80,60,20,1,20,20,0,10,40
63,36,6,3615,50,80,30,50,1,-30,30,0.4,50,60
63,37,7,3492,-10,40,50,10,1,-10,10,3,-10,60
63,38,8,2828,-60,0,60,60,1,20,20,0.5,-50,40
63,39,9,3156,80,100,20,80,1,-40,40,0.125,70,60
63,40,10,4207,50,80,30,50,1,-30,30,0.6,50,60
63,41,11,2972,10,40,30,10,1,-10,10,0,10,40
63,42,12,3254,-10,20,30,10,1,-10,10,0,-10,40
63,43,13,2995,-20,40,60,20,1,0,0,0,-10,60
63,44,14,2839,50,80,30,50,1,-10,10,0.2,50,40
63,45,15,2756,0,60,60,0,1,0,0,,,60
63,46,16,2985,-40,0,40,40,1,0,0,0,-50,40
63,47,17,4434,40,100,60,40,1,0,0,0,50,60
63,48,18,7007,-40,20,60,40,1,0,0,0,-50,60
63,49,19,3459,20,60,40,20,1,0,0,1,10,40
63,50,20,4690,-40,20,60,40,1,20,20,0.5,-50,40
63,51,21,2861,20,80,60,20,1,0,0,0,10,60
63,52,22,2823,-40,20,60,40,1,0,0,,-50,60
63,53,23,3239,-40,0,40,40,1,0,0,-0.5,-50,40
63,54,24,3708,,100,,,1,,,,,60
63,55,25,2960,-20,40,60,20,1,20,20,2,-10,40
63,56,26,4100,10,60,50,10,1,-10,10,2,10,60
63,57,27,2638,40,60,20,40,1,-20,20,0,50,40
63,58,28,2741,60,80,20,60,1,-20,20,,50,40
63,59,29,3689,-30,40,70,30,1,10,10,,-30,60
64,0,0,3810,10,60,50,10,0,-10,10,2,10,60
64,1,1,3918,10,50,40,10,0,0,0,0.5,10,40
64,2,2,3673,-15,30,45,15,0,5,5,0.666666667,-10,40
64,3,3,5282,-20,50,70,20,0,10,10,0.75,-10,60
64,4,4,3481,-15,40,55,15,0,-5,5,-0.666666667,-10,60
64,5,5,3504,5,40,35,5,0,-5,5,-0.4,10,40
64,6,6,3333,-13,20,33,13,0,-7,7,0.615384615,-10,40
64,7,7,3362,5,70,65,5,0,5,5,0,10,60
64,8,8,3386,35,60,25,35,0,-15,15,0.542857143,30,40
64,9,9,3933,15,80,65,15,0,5,5,0,10,60
64,10,10,3946,-24,20,44,24,0,4,4,0,-30,40
64,11,11,3186,-5,60,65,5,0,5,5,2,-10,60
64,12,12,3839,15,70,55,15,0,-5,5,1.333333333,10,60
64,13,13,4817,-4,40,44,4,0,4,4,2.25,-10,40
64,14,14,3711,-35,40,75,35,0,15,15,0.571428571,-30,60
64,15,15,3142,15,50,35,15,0,-5,5,0.666666667,10,40
64,16,16,2955,25,80,55,25,0,-5,5,-0.12,30,60
64,17,17,3212,-15,30,45,15,0,5,5,0.2,-10,40
64,18,18,3419,-2,50,52,2,0,-8,8,3.5,-10,60
64,19,19,4131,18,60,42,18,0,2,2,-0.388888889,10,40
64,20,20,3447,5,50,45,5,0,-15,15,4,10,60
64,21,21,3684,5,70,65,5,0,5,5,-2,10,60
64,22,22,3558,25,60,35,25,0,-5,5,0.76,30,40
64,23,23,3899,-4,50,54,4,0,14,14,-0.25,-10,40
64,24,24,3890,5,60,55,5,0,-5,5,2,10,60
64,25,25,3219,-25,30,55,25,0,15,15,0.8,-30,40
64,26,26,3012,5,40,35,5,0,-5,5,2,10,40
64,27,27,3353,15,80,65,15,0,5,5,-0.933333333,10,60
64,28,28,3621,-11,40,51,11,0,-9,9,,-10,60
64,29,29,3040,-25,20,45,25,0,5,5,,-30,40
64,30,0,3688,-35,40,75,35,1,35,35,1.142857143,-30,40
64,31,1,2937,55,100,45,55,1,-15,15,-0.181818182,50,60
64,32,2,3033,-15,20,35,15,1,-5,5,-2,-10,40
64,33,3,2981,5,40,35,5,1,-25,25,0,10,60
64,34,4,2968,-5,60,65,5,1,25,25,0,-10,40
64,35,5,2972,15,80,65,15,1,25,25,0.666666667,10,40
64,36,6,2932,45,80,35,45,1,-25,25,0.666666667,50,60
64,37,7,2886,-45,20,65,45,1,5,5,0.444444444,-50,60
64,38,8,3055,-75,0,75,75,1,35,35,0.133333333,-70,40
64,39,9,2804,15,60,45,15,1,-15,15,0.666666667,10,60
64,40,10,2822,45,100,55,45,1,-5,5,-0.222222222,50,60
64,41,11,2864,-45,20,65,45,1,25,25,0.666666667,-50,40
64,42,12,3203,25,60,35,25,1,-5,5,0,30,40
64,43,13,2876,35,80,45,35,1,-15,15,-0.285714286,30,60
64,44,14,2826,5,40,35,5,1,-5,5,3,10,40
64,45,15,2971,25,60,35,25,1,-25,25,0.8,30,60
64,46,16,4281,30,80,50,30,1,10,10,-0.5,30,40
64,47,17,3019,-15,40,55,15,1,-5,5,-0.666666667,-10,60
64,48,18,3320,-45,20,65,45,1,5,5,0.888888889,-50,60
64,49,19,3196,-35,0,35,35,1,-5,5,-0.285714286,-30,40
64,50,20,2943,-25,20,45,25,1,5,5,0,-30,40
64,51,21,3462,55,80,25,55,1,-35,35,0,50,60
64,52,22,2905,-5,20,25,5,1,-35,35,-5,-10,60
64,53,23,2986,15,60,45,15,1,5,5,1.333333333,10,40
64,54,24,3778,10,60,50,10,1,-10,10,-1.5,10,60
64,55,25,2968,15,80,65,15,1,25,25,0,10,40
64,56,26,4712,65,100,35,65,1,-25,25,-0.076923077,70,60
64,57,27,2828,-25,40,65,25,1,25,25,1.2,-30,40
64,58,28,3855,-35,0,35,35,1,-5,5,,-30,40
64,59,29,3786,10,40,30,10,1,-30,30,,10,60
65,0,0,4792,-10,60,70,10,1,30,30,3,-10,40
65,1,1,3301,30,80,50,30,1,-10,10,0.333333333,30,60
65,2,2,3242,0,40,40,0,1,0,0,,,40
65,3,3,3262,-20,40,60,20,1,0,0,-1,-10,60
65,4,4,3219,-30,20,50,30,1,10,10,0.333333333,-30,40
65,5,5,3584,-40,0,40,40,1,0,0,0,-50,40
65,6,6,3187,-20,60,80,20,1,20,20,1,-10,60
65,7,7,3499,-40,20,60,40,1,0,0,0.25,-50,60
65,8,8,3793,40,80,40,40,1,0,0,0.5,50,40
65,9,9,4145,50,100,50,50,1,-10,10,0.4,50,60
65,10,10,3058,-30,40,70,30,1,10,10,1,-30,60
65,11,11,3409,20,80,60,20,1,20,20,0.5,10,40
65,12,12,3907,-10,60,70,10,1,30,30,0,-10,40
65,13,13,3195,20,60,40,20,1,-20,20,2,10,60
65,14,14,3200,-70,0,70,70,1,30,30,0.714285714,-70,40
65,15,15,4093,20,100,80,20,1,20,20,-4,10,60
65,16,16,4673,0,20,20,0,1,-20,20,,,40
65,17,17,3206,80,80,0,80,1,-60,60,1.25,70,60
65,18,18,4093,-80,20,100,80,1,40,40,0.75,-70,60
65,19,19,3059,-30,40,70,30,1,30,30,1,-30,40
65,20,20,3579,0,40,40,0,1,0,0,,,40
65,21,21,3643,40,80,40,40,1,-20,20,1.5,50,60
65,22,22,3745,-80,20,100,80,1,40,40,0,-70,60
65,23,23,3869,60,80,20,60,1,-20,20,1,50,40
65,24,24,3603,-60,40,100,60,1,40,40,0.666666667,-50,60
65,25,25,3643,-60,20,80,60,1,40,40,1,-50,40
65,26,26,3164,0,60,60,0,1,0,0,,,60
65,27,27,3294,-20,0,20,20,1,-20,20,-1,-10,40
65,28,28,4812,20,60,40,20,1,0,0,,10,40
65,29,29,3998,20,100,80,20,1,20,20,,10,60
65,30,0,3417,-30,50,80,30,0,20,20,0,-30,60
65,31,1,3380,-40,40,80,40,0,40,40,0.25,-50,40
65,32,2,4836,-20,50,70,20,0,30,30,2.5,-10,40
65,33,3,3369,-40,40,80,40,0,20,20,-0.5,-50,60
65,34,4,4043,-30,70,100,30,0,40,40,1.666666667,-30,60
65,35,5,3236,10,30,20,10,0,-20,20,3,10,40
65,36,6,3284,-30,20,50,30,0,10,10,0.333333333,-30,40
65,37,7,4288,30,80,50,30,0,-10,10,-0.333333333,30,60
65,38,8,4764,20,60,40,20,0,0,0,2,10,40
65,39,9,4315,20,60,40,20,0,-20,20,1.5,10,60
65,40,10,4403,-50,30,80,50,0,40,40,0.8,-50,40
65,41,11,4063,-10,60,70,10,0,10,10,5,-10,60
65,42,12,4810,60,80,20,60,0,-40,40,0.666666667,50,60
65,43,13,3802,20,60,40,20,0,0,0,1,10,40
65,44,14,5541,-20,40,60,20,0,0,0,-1,-10,60
65,45,15,4523,-10,50,60,10,0,20,20,2,-10,40
65,46,16,3385,-10,70,80,10,0,20,20,1,-10,60
65,47,17,3690,-20,20,40,20,0,0,0,-1,-10,40
65,48,18,6210,-20,50,70,20,0,10,10,0,-10,60
65,49,19,4080,-20,40,60,20,0,20,20,0,-10,40
65,50,20,3850,-30,40,70,30,0,10,10,0.666666667,-30,60
65,51,21,5007,10,60,50,10,0,-10,10,3,10,60
65,52,22,4034,-30,30,60,30,0,20,20,0.666666667,-30,40
65,53,23,3255,10,50,40,10,0,0,0,1,10,40
65,54,24,3642,0,80,80,0,0,20,20,,,60
65,55,25,3690,-10,40,50,10,0,10,10,1,-10,40
65,56,26,3569,20,60,40,20,0,0,0,1,10,40
65,57,27,3679,0,70,70,0,0,10,10,,,60
65,58,28,3682,0,50,50,0,0,-10,10,,,60
65,59,29,3782,-40,20,60,40,0,20,20,,-50,40
66,0,0,2935,-40,40,80,40,0,20,20,0.25,-50,60
66,1,1,4190,-30,20,50,30,0,10,10,0,-30,40
66,2,2,4019,-20,30,50,20,0,10,10,0.5,-10,40
66,3,3,2855,10,80,70,10,0,10,10,-1,10,60
66,4,4,4862,0,60,60,0,0,0,0,,,60
66,5,5,5911,0,40,40,0,0,0,0,,,40
66,6,6,3570,20,60,40,20,0,0,0,-0.5,10,40
66,7,7,4763,0,70,70,0,0,10,10,,,60
66,8,8,5998,20,50,30,20,0,-10,10,1,10,40
66,9,9,3724,-30,50,80,30,0,20,20,0.666666667,-30,60
66,10,10,3248,-30,20,50,30,0,10,10,,-30,40
66,11,11,5760,-10,50,60,10,0,0,0,-1,-10,60
66,12,12,5448,-10,60,70,10,0,10,10,-1,-10,60
66,13,13,7006,,30,,,0,,,,,40
66,14,14,4019,0,80,80,0,0,20,20,,,60
66,15,15,2775,10,50,40,10,0,0,0,0,10,40
66,16,16,2746,0,70,70,0,0,10,10,,,60
66,17,17,3017,20,60,40,20,0,0,0,1.5,10,40
66,18,18,2679,-30,40,70,30,0,10,10,-0.333333333,-30,60
66,19,19,3146,-30,40,70,30,0,30,30,0.666666667,-30,40
66,20,20,3327,-30,50,80,30,0,20,20,0,-30,60
66,21,21,3340,-40,40,80,40,0,20,20,0,-50,60
66,22,22,3606,-30,20,50,30,0,10,10,-1,-30,40
66,23,23,5364,-50,30,80,50,0,40,40,0.8,-50,40
66,24,24,4569,-20,60,80,20,0,20,20,0.5,-10,60
66,25,25,3040,20,60,40,20,0,0,0,0,10,40
66,26,26,3450,10,50,40,10,0,0,0,0,10,40
66,27,27,2685,10,80,70,10,0,10,10,0,10,60
66,28,28,4450,0,70,70,0,0,10,10,,,60
66,29,29,3055,0,40,40,0,0,0,0,,,40
66,30,0,5915,0,80,80,0,1,40,40,,,40
66,31,1,4455,60,100,40,60,1,-20,20,0.666666667,50,60
66,32,2,3814,-40,20,60,40,1,20,20,0.75,-50,40
66,33,3,3823,0,80,80,0,1,20,20,,,60
66,34,4,5012,-30,0,30,30,1,-10,10,0,-30,40
66,35,5,2763,30,60,30,30,1,-10,10,0,30,40
66,36,6,4487,-20,60,80,20,1,20,20,2.5,-10,60
66,37,7,3278,-10,20,30,10,1,-30,30,-4,-10,60
66,38,8,4232,10,40,30,10,1,-10,10,0,10,40
66,39,9,3072,-30,40,70,30,1,10,10,0,-30,60
66,40,10,3176,-50,20,70,50,1,10,10,-0.2,-50,60
66,41,11,6163,50,80,30,50,1,-10,10,0.2,50,40
66,42,12,2723,-40,0,40,40,1,0,0,0,-50,40
66,43,13,3732,0,80,80,0,1,20,20,,,60
66,44,14,4250,0,40,40,0,1,0,0,,,40
66,45,15,3446,-20,60,80,20,1,20,20,0.5,-10,60
66,46,16,4337,30,60,30,30,1,-10,10,0.333333333,30,40
66,47,17,3917,-30,40,70,30,1,10,10,1,-30,60
66,48,18,3583,60,100,40,60,1,-20,20,0.666666667,50,60
66,49,19,2616,-20,20,40,20,1,0,0,0.5,-10,40
66,50,20,4334,10,40,30,10,1,-10,10,2,10,40
66,51,21,3831,0,80,80,0,1,20,20,,,60
66,52,22,4012,-50,20,70,50,1,10,10,0,-50,60
66,53,23,3845,30,80,50,30,1,10,10,0.666666667,30,40
66,54,24,3285,-10,60,70,10,1,10,10,-1,-10,60
66,55,25,3551,-50,20,70,50,1,30,30,0.6,-50,40
66,56,26,3660,-40,40,80,40,1,20,20,0.25,-50,60
66,57,27,2570,20,60,40,20,1,0,0,0,10,40
66,58,28,2853,-40,0,40,40,1,0,0,,-50,40
66,59,29,3143,30,100,70,30,1,10,10,,30,60
67,0,0,3297,20,70,50,20,0,-10,10,1.5,10,60
67,1,1,4273,20,50,30,20,0,-10,10,0,10,40
67,2,2,2715,30,60,30,30,0,-10,10,0,30,40
67,3,3,2851,-20,60,80,20,0,20,20,0.5,-10,60
67,4,4,4819,-20,50,70,20,0,10,10,-1,-10,60
67,5,5,2763,0,30,30,0,0,-10,10,,,40
67,6,6,2690,-20,20,40,20,0,0,0,0.5,-10,40
67,7,7,2658,-10,80,90,10,0,30,30,2,-10,60
67,8,8,2923,10,40,30,10,0,-10,10,1,10,40
67,9,9,2803,-30,40,70,30,0,10,10,-0.333333333,-30,60
67,10,10,4291,20,60,40,20,0,0,0,-0.5,10,40
67,11,11,2755,-30,50,80,30,0,20,20,0,-30,60
67,12,12,2722,-40,40,80,40,0,20,20,0,-50,60
67,13,13,3290,-10,20,30,10,0,-10,10,-1,-10,40
67,14,14,2802,-10,70,80,10,0,20,20,1,-10,60
67,15,15,2675,-10,30,40,10,0,0,0,0,-10,40
67,16,16,2771,10,80,70,10,0,10,10,1,10,60
67,17,17,3578,0,40,40,0,0,0,0,,,40
67,18,18,2931,-20,60,80,20,0,20,20,0,-10,60
67,19,19,2811,10,50,40,10,0,0,0,0,10,40
67,20,20,2721,0,80,80,0,0,20,20,,,60
67,21,21,3626,-10,70,80,10,0,20,20,1,-10,60
67,22,22,2810,-10,30,40,10,0,0,0,0,-10,40
67,23,23,2811,20,60,40,20,0,0,0,0,10,40
67,24,24,2739,-20,50,70,20,0,10,10,-0.5,-10,60
67,25,25,2778,-20,20,40,20,0,0,0,0,-10,40
67,26,26,5067,0,40,40,0,0,0,0,,,40
67,27,27,2898,-40,40,80,40,0,20,20,0,-50,60
67,28,28,3115,-20,60,80,20,0,20,20,,-10,60
67,29,29,3075,10,50,40,10,0,0,0,,10,40
67,30,0,3043,10,60,50,10,1,10,10,-1,10,40
67,31,1,2738,30,80,50,30,1,-10,10,1,30,60
67,32,2,2873,-40,0,40,40,1,0,0,0.5,-50,40
67,33,3,2802,-40,40,80,40,1,20,20,0.5,-50,60
67,34,4,2979,20,40,20,20,1,-20,20,0.5,10,40
67,35,5,3163,-10,20,30,10,1,-10,10,0,-10,40
67,36,6,2699,0,60,60,0,1,0,0,,,60
67,37,7,3963,40,100,60,40,1,0,0,0.25,50,60
67,38,8,2787,50,80,30,50,1,-10,10,0,50,40
67,39,9,2810,-50,20,70,50,1,10,10,0,-50,60
67,40,10,3674,10,80,70,10,1,10,10,0,10,60
67,41,11,2707,-10,20,30,10,1,-10,10,0,-10,40
67,42,12,2795,-30,0,30,30,1,-10,10,0.333333333,-30,40
67,43,13,2891,-30,40,70,30,1,10,10,0,-30,60
67,44,14,2747,60,80,20,60,1,-20,20,0.166666667,50,40
67,45,15,2779,-10,60,70,10,1,10,10,0,-10,60
67,46,16,4785,30,60,30,30,1,-10,10,0,30,40
67,47,17,2748,-50,20,70,50,1,10,10,0,-50,60
67,48,18,2882,30,100,70,30,1,10,10,0.333333333,30,60
67,49,19,3179,10,40,30,10,1,-10,10,0,10,40
67,50,20,5203,-30,0,30,30,1,-10,10,0,-30,40
67,51,21,2882,-20,60,80,20,1,20,20,0,-10,60
67,52,22,3315,20,100,80,20,1,20,20,0,10,60
67,53,23,2969,-10,20,30,10,1,-10,10,0,-10,40
67,54,24,2964,-40,40,80,40,1,20,20,0,-50,60
67,55,25,3338,50,80,30,50,1,-10,10,0,50,40
67,56,26,2930,-60,20,80,60,1,20,20,0,-50,60
67,57,27,2771,10,40,30,10,1,-10,10,0,10,40
67,58,28,2706,30,60,30,30,1,-10,10,,30,40
67,59,29,2995,0,80,80,0,1,20,20,,,60
68,0,0,4668,-10,70,80,10,0,20,20,0,-10,60
68,1,1,4937,20,60,40,20,0,0,0,1,10,40
68,2,2,5407,-20,40,60,20,0,20,20,0.5,-10,40
68,3,3,4951,-30,50,80,30,0,20,20,0,-30,60
68,4,4,6082,0,80,80,0,0,20,20,,,60
68,5,5,4953,0,50,50,0,0,10,10,,,40
68,6,6,5665,-60,20,80,60,0,40,40,0.5,-50,40
68,7,7,5740,-40,40,80,40,0,20,20,0,-50,60
68,8,8,4596,-20,30,50,20,0,10,10,0.5,-10,40
68,9,9,4935,-20,60,80,20,0,20,20,0.5,-10,60
68,10,10,4429,-20,20,40,20,0,0,0,0,-10,40
68,11,11,5209,0,70,70,0,0,10,10,,,60
68,12,12,4804,-20,50,70,20,0,10,10,0,-10,60
68,13,13,5103,0,40,40,0,0,0,0,,,40
68,14,14,5419,-30,40,70,30,0,10,10,-0.333333333,-30,60
68,15,15,3972,-10,30,40,10,0,0,0,0,-10,40
68,16,16,5171,-20,60,80,20,0,20,20,0.5,-10,60
68,17,17,3419,20,60,40,20,0,0,0,0,10,40
68,18,18,3063,10,80,70,10,0,10,10,0,10,60
68,19,19,3286,10,50,40,10,0,0,0,0,10,40
68,20,20,2874,-10,60,70,10,0,10,10,0,-10,60
68,21,21,3149,10,80,70,10,0,10,10,0,10,60
68,22,22,4916,20,60,40,20,0,0,0,0,10,40
68,23,23,3242,-20,20,40,20,0,0,0,0,-10,40
68,24,24,4016,-30,40,70,30,0,10,10,0,-30,60
68,25,25,2834,0,40,40,0,0,0,0,,,40
68,26,26,2872,-10,30,40,10,0,0,0,0,-10,40
68,27,27,3139,0,70,70,0,0,10,10,,,60
68,28,28,3161,-20,50,70,20,0,10,10,,-10,60
68,29,29,2871,10,50,40,10,0,0,0,,10,40
68,30,0,2896,-60,20,80,60,1,40,40,1,-50,40
68,31,1,2778,20,100,80,20,1,20,20,1,10,60
68,32,2,2779,20,40,20,20,1,-20,20,0.5,10,40
68,33,3,3013,-80,20,100,80,1,40,40,0.375,-70,60
68,34,4,4122,50,80,30,50,1,-10,10,0,50,40
68,35,5,4995,-30,0,30,30,1,-10,10,-0.333333333,-30,40
68,36,6,4101,-10,60,70,10,1,10,10,0,-10,60
68,37,7,3582,-30,40,70,30,1,10,10,0,-30,60
68,38,8,2794,20,60,40,20,1,0,0,0,10,40
68,39,9,5545,10,80,70,10,1,10,10,0,10,60
68,40,10,4126,10,80,70,10,1,10,10,0,10,60
68,41,11,5371,0,40,40,0,1,0,0,,,40
68,42,12,3009,40,80,40,40,1,0,0,0,50,40
68,43,13,2967,30,100,70,30,1,10,10,0,30,60
68,44,14,3585,20,60,40,20,1,0,0,0,10,40
68,45,15,4052,-10,60,70,10,1,10,10,0,-10,60
68,46,16,4222,-40,0,40,40,1,0,0,0,-50,40
68,47,17,3108,-30,40,70,30,1,10,10,0,-30,60
68,48,18,2786,-50,20,70,50,1,10,10,0,-50,60
68,49,19,3611,-20,20,40,20,1,0,0,0,-10,40
68,50,20,2837,-40,0,40,40,1,0,0,-0.75,-50,40
68,51,21,3145,30,100,70,30,1,10,10,0,30,60
68,52,22,4634,-50,20,70,50,1,10,10,0,-50,60
68,53,23,3853,-50,20,70,50,1,30,30,0.6,-50,40
68,54,24,2819,10,80,70,10,1,10,10,0,10,60
68,55,25,2671,0,40,40,0,1,0,0,,,40
68,56,26,3024,-10,60,70,10,1,10,10,0,-10,60
68,57,27,2726,40,80,40,40,1,0,0,0,50,40
