subj,trialExp,trialRoom,rt,signedPE,reward,estimate,absPE,risk,signedErr,absErr,learningRate,lrcat,deck
1,0,0,4962,-40,20,60,40,1,20,20,0.75,-50,40
1,1,1,3363,0,60,60,0,1,0,0,,,60
1,2,2,4099,50,80,30,50,1,-10,10,0.6,50,40
1,3,3,4678,-30,20,50,30,1,-10,10,-0.666666667,-30,60
1,4,4,5784,-60,0,60,60,1,20,20,0.666666667,-50,40
1,5,5,3378,40,60,20,40,1,-20,20,0.5,50,40
1,6,6,3857,30,100,70,30,1,10,10,0.333333333,30,60
1,7,7,3871,0,80,80,0,1,20,20,,,60
1,8,8,3742,0,40,40,0,1,0,0,,,40
1,9,9,3736,-10,40,50,10,1,-10,10,3,-10,60
1,10,10,3550,80,100,20,80,1,-40,40,0.75,70,60
1,11,11,3668,20,60,40,20,1,0,0,0,10,40
1,12,12,3839,-40,0,40,40,1,0,0,0.25,-50,40
1,13,13,4127,-40,40,80,40,1,20,20,1.25,-50,60
1,14,14,4807,50,80,30,50,1,-10,10,0.6,50,40
1,15,15,3698,-10,20,30,10,1,-30,30,-3,-10,60
1,16,16,4441,-40,20,60,40,1,20,20,0.75,-50,40
1,17,17,4410,20,80,60,20,1,0,0,0,10,60
1,18,18,3657,0,60,60,0,1,0,0,,,60
1,19,19,4438,10,40,30,10,1,-10,10,1,10,40
1,20,20,4406,40,80,40,40,1,0,0,0.25,50,40
1,21,21,4074,-70,20,90,70,1,30,30,0.428571429,-70,60
1,22,22,3836,40,100,60,40,1,0,0,-1.4,50,60
1,23,23,3310,-10,40,50,10,1,10,10,4,-10,40
1,24,24,4657,56,60,4,56,1,-56,56,0.821428571,50,60
1,25,25,3981,50,60,10,50,1,-30,30,1.4,50,40
1,26,26,4275,30,80,50,30,1,-10,10,1,30,60
1,27,27,4210,-60,20,80,60,1,40,40,0.666666667,-50,40
1,28,28,3621,-40,0,40,40,1,0,0,,-50,40
1,29,29,3315,-40,40,80,40,1,20,20,,-50,60
1,30,0,3671,10,70,60,10,0,0,0,-2,10,60
1,31,1,3239,10,30,20,10,0,-20,20,4,10,40
1,32,2,4503,-20,40,60,20,0,20,20,-0.5,-10,40
1,33,3,3506,40,80,40,40,0,-20,20,-0.5,50,60
1,34,4,5143,40,60,20,40,0,-40,40,1.5,50,60
1,35,5,7170,-20,50,70,20,0,30,30,0.5,-10,40
1,36,6,4347,-40,20,60,40,0,20,20,1.125,-50,40
1,37,7,3944,-40,40,80,40,0,20,20,0.25,-50,60
1,38,8,6003,45,60,15,45,0,-25,25,1.444444444,50,40
1,39,9,3478,-20,50,70,20,0,10,10,-0.5,-10,60
1,40,10,4846,-30,50,80,30,0,40,40,1.666666667,-30,40
1,41,11,3448,-20,60,80,20,0,20,20,1,-10,60
1,42,12,6568,-10,50,60,10,0,0,0,-1,-10,60
1,43,13,3369,0,30,30,0,0,-10,10,,,40
1,44,14,4006,0,70,70,0,0,10,10,,,60
1,45,15,4526,0,40,40,0,0,0,0,,,40
1,46,16,3806,-50,40,90,50,0,30,30,-0.2,-50,60
1,47,17,4495,40,60,20,40,0,-20,20,0.25,50,40
1,48,18,5341,-20,80,100,20,0,40,40,0.5,-10,60
1,49,19,4600,-10,20,30,10,0,-10,10,1,-10,40
1,50,20,3896,-30,60,90,30,0,30,30,0.333333333,-30,60
1,51,21,3823,-10,70,80,10,0,20,20,2,-10,60
1,52,22,3474,30,50,20,30,0,-20,20,0.666666667,30,40
1,53,23,4370,0,40,40,0,0,0,0,,,40
1,54,24,4389,20,80,60,20,0,0,0,1.5,10,60
1,55,25,4915,-10,30,40,10,0,0,0,2,-10,40
1,56,26,5111,40,60,20,40,0,-20,20,0.5,50,40
1,57,27,3738,-50,40,90,50,0,30,30,1.4,-50,60
1,58,28,3686,30,50,20,30,0,-40,40,,30,60
1,59,29,4052,-20,20,40,20,0,0,0,,-10,40
2,0,0,4632,-14,20,34,14,1,-6,6,-3.785714286,-10,40
2,1,1,4695,58,100,42,58,1,-18,18,0.275862069,50,60
2,2,2,5426,-47,40,87,47,1,47,47,1.319148936,-50,40
2,3,3,4095,-18,40,58,18,1,-2,2,0,-10,60
2,4,4,3672,-25,0,25,25,1,-15,15,-1.24,-30,40
2,5,5,3900,4,60,56,4,1,16,16,3.25,10,40
2,6,6,3497,2,60,58,2,1,-2,2,-8,10,60
2,7,7,3669,-22,20,42,22,1,-18,18,-1.863636364,-30,60
2,8,8,4600,11,80,69,11,1,29,29,-1.909090909,10,40
2,9,9,5215,-3,80,83,3,1,23,23,13.33333333,-10,60
2,10,10,4329,57,100,43,57,1,-17,17,-0.754385965,50,60
2,11,11,7013,-8,40,48,8,1,8,8,2.75,-10,40
2,12,12,4140,-26,0,26,26,1,-14,14,-0.346153846,-30,40
2,13,13,3819,60,60,0,60,1,-60,60,1.233333333,50,60
2,14,14,4655,45,80,35,45,1,-5,5,0.933333333,50,40
2,15,15,6394,6,80,74,6,1,14,14,-1.666666667,10,60
2,16,16,5339,-57,20,77,57,1,37,37,-0.052631579,-50,40
2,17,17,4400,-44,20,64,44,1,4,4,0.727272727,-50,60
2,18,18,3714,8,40,32,8,1,-28,28,-1.5,10,60
2,19,19,4475,-20,60,80,20,1,40,40,1.3,-10,40
2,20,20,4599,6,60,54,6,1,14,14,-7.333333333,10,40
2,21,21,3820,0,20,20,0,1,-40,40,,,60
2,22,22,5206,7,100,93,7,1,33,33,-8.857142857,10,60
2,23,23,4634,70,80,10,70,1,-30,30,0.214285714,70,40
2,24,24,5154,29,60,31,29,1,-29,29,0.379310345,30,60
2,25,25,4632,15,40,25,15,1,-15,15,0.2,10,40
2,26,26,5297,-2,40,42,2,1,-18,18,12.5,-10,60
2,27,27,4636,-8,20,28,8,1,-12,12,-6.5,-10,40
2,28,28,4209,-80,0,80,80,1,40,40,,-70,40
2,29,29,5573,63,80,17,63,1,-43,43,,70,60
2,30,0,5349,37,70,33,37,0,-27,27,1.135135135,30,60
2,31,1,4634,-25,40,65,25,0,25,25,1.68,-30,40
2,32,2,4691,7,30,23,7,0,-17,17,5.285714286,10,40
2,33,3,4752,-25,50,75,25,0,15,15,1.96,-30,60
2,34,4,5412,34,60,26,34,0,-34,34,0.852941176,30,60
2,35,5,4187,-40,20,60,40,0,20,20,0.5,-50,40
2,36,6,4538,10,50,40,10,0,0,0,-2,10,40
2,37,7,4866,25,80,55,25,0,-5,5,1.4,30,60
2,38,8,4780,40,60,20,40,0,-20,20,0.625,50,40
2,39,9,4818,-50,40,90,50,0,30,30,0.2,-50,60
2,40,10,4890,15,60,45,15,0,5,5,-0.866666667,10,40
2,41,11,5121,0,80,80,0,0,20,20,,,60
2,42,12,4926,-17,60,77,17,0,17,17,3.235294118,-10,60
2,43,13,7015,-2,30,32,2,0,-8,8,0,-10,40
2,44,14,3341,18,40,22,18,0,-38,38,0.166666667,10,60
2,45,15,4433,-12,20,32,12,0,-8,8,-1.5,-10,40
2,46,16,4726,45,70,25,45,0,-35,35,0.622222222,50,60
2,47,17,4635,-10,40,50,10,0,10,10,-1.5,-10,40
2,48,18,5511,-3,50,53,3,0,-7,7,-9,-10,60
2,49,19,5133,-15,50,65,15,0,25,25,3,-10,40
2,50,20,5144,-30,50,80,30,0,20,20,1.333333333,-30,60
2,51,21,4342,40,80,40,40,0,-20,20,-0.25,50,60
2,52,22,3994,40,60,20,40,0,-20,20,0.75,50,40
2,53,23,3842,0,50,50,0,0,10,10,,,40
2,54,24,3505,10,40,30,10,0,-30,30,1,10,60
2,55,25,3430,-30,30,60,30,0,20,20,0,-30,40
2,56,26,3593,-40,20,60,40,0,20,20,0,-50,40
2,57,27,3929,20,60,40,20,0,-20,20,2.5,10,60
2,58,28,3682,-20,70,90,20,0,30,30,,-10,60
2,59,29,3416,-20,40,60,20,0,20,20,,-10,40
3,0,0,5929,-10,60,70,10,0,10,10,0,-10,60
3,1,1,3019,-10,30,40,10,0,0,0,1,-10,40
3,2,2,2531,30,60,30,30,0,-10,10,0.666666667,30,40
3,3,3,2753,-20,50,70,20,0,10,10,0.5,-10,60
3,4,4,2943,20,80,60,20,0,0,0,0.5,10,60
3,5,5,2691,0,50,50,0,0,10,10,,,40
3,6,6,2879,-40,20,60,40,0,20,20,0.75,-50,40
3,7,7,2975,0,70,70,0,0,10,10,,,60
3,8,8,2667,10,40,30,10,0,-10,10,1,10,40
3,9,9,2559,-10,40,50,10,0,-10,10,-2,-10,60
3,10,10,3118,10,50,40,10,0,0,0,-1,10,40
3,11,11,4464,0,70,70,0,0,10,10,,,60
3,12,12,3048,-10,60,70,10,0,10,10,0,-10,60
3,13,13,3147,0,30,30,0,0,-10,10,,,40
3,14,14,2760,-20,50,70,20,0,10,10,0,-10,60
3,15,15,3208,0,40,40,0,0,0,0,,,40
3,16,16,3415,-30,40,70,30,0,10,10,0.333333333,-30,60
3,17,17,4346,0,60,60,0,0,20,20,,,40
3,18,18,2640,20,80,60,20,0,0,0,0.5,10,60
3,19,19,3392,-30,20,50,30,0,10,10,1,-30,40
3,20,20,2523,-20,50,70,20,0,10,10,2,-10,60
3,21,21,2669,40,70,30,40,0,-30,30,0.75,50,60
3,22,22,3211,20,40,20,20,0,-20,20,0.5,10,40
3,23,23,2624,0,30,30,0,0,-10,10,,,40
3,24,24,3979,0,60,60,0,0,0,0,,,60
3,25,25,4049,-40,20,60,40,0,20,20,0.5,-50,40
3,26,26,2982,20,60,40,20,0,0,0,-1,10,40
3,27,27,2608,-30,40,70,30,0,10,10,0.666666667,-30,60
3,28,28,2647,30,80,50,30,0,-10,10,,30,60
3,29,29,2737,30,50,20,30,0,-20,20,,30,40
3,30,0,2851,40,60,20,40,1,-20,20,0.75,50,40
3,31,1,2619,0,40,40,0,1,-20,20,,,60
3,32,2,3870,-50,0,50,50,1,10,10,0,-50,40
3,33,3,2648,20,60,40,20,1,-20,20,0.5,10,60
3,34,4,3232,-10,40,50,10,1,10,10,-1,-10,40
3,35,5,3256,20,80,60,20,1,20,20,0,10,40
3,36,6,2673,30,80,50,30,1,-10,10,0.333333333,30,60
3,37,7,3127,-40,20,60,40,1,0,0,0.75,-50,60
3,38,8,3607,-40,20,60,40,1,20,20,-0.25,-50,40
3,39,9,3233,70,100,30,70,1,-30,30,0.428571429,70,60
3,40,10,3472,-20,40,60,20,1,0,0,2,-10,60
3,41,11,3665,10,80,70,10,1,30,30,-4,10,40
3,42,12,3550,30,60,30,30,1,-10,10,0.666666667,30,40
3,43,13,2511,80,100,20,80,1,-40,40,0.5,70,60
3,44,14,3672,-50,0,50,50,1,10,10,,-50,40
3,45,15,4446,-40,20,60,40,1,0,0,0.5,-50,60
3,46,16,3368,,40,,,1,,,,,40
3,47,17,3673,20,60,40,20,1,-20,20,0.5,10,60
3,48,18,3648,30,80,50,30,1,-10,10,0.666666667,30,60
3,49,19,2966,-30,20,50,30,1,10,10,0,-30,40
3,50,20,3281,10,60,50,10,1,10,10,1,10,40
3,51,21,3136,10,80,70,10,1,10,10,0,10,60
3,52,22,3871,-10,60,70,10,1,10,10,0,-10,60
3,53,23,2864,20,80,60,20,1,20,20,0,10,40
3,54,24,2551,30,100,70,30,1,10,10,0,30,60
3,55,25,3974,-20,40,60,20,1,20,20,0,-10,40
3,56,26,3664,-30,40,70,30,1,10,10,0.666666667,-30,60
3,57,27,2611,-40,20,60,40,1,20,20,0,-50,40
3,58,28,3624,-60,0,60,60,1,20,20,,-50,40
3,59,29,3176,-30,20,50,30,1,-10,10,,-30,60
4,0,0,5699,-30,0,30,30,1,-10,10,-0.666666667,-30,40
4,1,1,3781,-20,40,60,20,1,0,0,1.75,-10,60
4,2,2,7005,30,80,50,30,1,10,10,1,30,40
4,3,3,3652,55,80,25,55,1,-35,35,0.272727273,50,60
4,4,4,3549,-40,40,80,40,1,40,40,0.5,-50,40
4,5,5,3620,-40,20,60,40,1,20,20,0.25,-50,40
4,6,6,2899,20,60,40,20,1,-20,20,-0.5,10,60
4,7,7,2618,70,100,30,70,1,-30,30,0,70,60
4,8,8,3331,10,60,50,10,1,10,10,-1,10,40
4,9,9,2804,-10,20,30,10,1,-30,30,2,-10,60
4,10,10,4188,50,60,10,50,1,-50,50,0,50,60
4,11,11,3022,-40,0,40,40,1,0,0,0.5,-50,40
4,12,12,4202,20,40,20,20,1,-20,20,2,10,40
4,13,13,2939,90,100,10,90,1,-50,50,0.555555556,70,60
4,14,14,2828,20,80,60,20,1,20,20,-3,10,40
4,15,15,3852,20,80,60,20,1,0,0,-1.5,10,60
4,16,16,2806,60,60,0,60,1,-40,40,1,50,40
4,17,17,3539,10,40,30,10,1,-30,30,1,10,60
4,18,18,2884,-20,20,40,20,1,-20,20,0.5,-10,60
4,19,19,3982,-40,20,60,40,1,20,20,1.25,-50,40
4,20,20,3399,50,60,10,50,1,-30,30,0.2,50,40
4,21,21,3165,-10,20,30,10,1,-30,30,-2,-10,60
4,22,22,3224,50,100,50,50,1,-10,10,-1,50,60
4,23,23,4420,0,20,20,0,1,-20,20,,,40
4,24,24,3017,40,40,0,40,1,-60,60,1.5,50,60
4,25,25,3153,-30,0,30,30,1,-10,10,0,-30,40
4,26,26,3232,0,60,60,0,1,0,0,,,60
4,27,27,3180,50,80,30,50,1,-10,10,0.6,50,40
4,28,28,2923,-20,40,60,20,1,20,20,,-10,40
4,29,29,3043,80,80,0,80,1,-60,60,,70,60
4,30,0,7003,,70,,,0,,,,,60
4,31,1,3905,30,60,30,30,0,-10,10,-0.333333333,30,40
4,32,2,3339,30,50,20,30,0,-20,20,0.333333333,30,40
4,33,3,3449,-20,40,60,20,0,0,0,0,-10,60
4,34,4,4180,20,80,60,20,0,0,0,0,10,60
4,35,5,4569,-10,20,30,10,0,-10,10,0,-10,40
4,36,6,3503,10,40,30,10,0,-10,10,-1,10,40
4,37,7,3329,0,60,60,0,0,0,0,,,60
4,38,8,2847,10,30,20,10,0,-20,20,-1,10,40
4,39,9,2918,0,50,50,0,0,-10,10,,,60
4,40,10,3062,40,50,10,40,0,-30,30,0.5,50,40
4,41,11,4007,-40,40,80,40,0,20,20,-0.5,-50,60
4,42,12,3506,-30,70,100,30,0,40,40,1.333333333,-30,60
4,43,13,4050,30,60,30,30,0,-10,10,0.333333333,30,40
4,44,14,3149,-10,50,60,10,0,0,0,-1,-10,60
4,45,15,3693,0,40,40,0,0,0,0,,,40
4,46,16,3848,10,80,70,10,0,10,10,1,10,60
4,47,17,3022,-10,30,40,10,0,0,0,3,-10,40
4,48,18,3602,-20,60,80,20,0,20,20,2.5,-10,60
4,49,19,3177,10,20,10,10,0,-30,30,0,10,40
4,50,20,5578,30,60,30,30,0,-30,30,1.666666667,30,60
4,51,21,5214,-40,40,80,40,0,20,20,0,-50,60
4,52,22,3065,30,40,10,30,0,-30,30,0.333333333,30,40
4,53,23,3125,10,30,20,10,0,-20,20,1,10,40
4,54,24,3509,-30,50,80,30,0,20,20,0.666666667,-30,60
4,55,25,3028,-10,20,30,10,0,-10,10,0,-10,40
4,56,26,3040,20,50,30,20,0,-10,10,-1,10,40
4,57,27,4174,10,70,60,10,0,0,0,-1,10,60
4,58,28,3435,30,80,50,30,0,-10,10,,30,60
4,59,29,3746,50,60,10,50,0,-30,30,,50,40
5,0,0,3823,10,60,50,10,0,-10,10,1,10,60
5,1,1,3060,-20,30,50,20,0,10,10,1,-10,40
5,2,2,2936,30,60,30,30,0,-10,10,0.333333333,30,40
5,3,3,2787,-10,50,60,10,0,0,0,1,-10,60
5,4,4,3884,-10,40,50,10,0,-10,10,-1,-10,60
5,5,5,2815,10,50,40,10,0,0,0,1,10,40
5,6,6,2854,-10,40,50,10,0,10,10,1,-10,40
5,7,7,2865,10,70,60,10,0,0,0,0,10,60
5,8,8,2981,-20,20,40,20,0,0,0,0,-10,40
5,9,9,2763,20,80,60,20,0,0,0,0,10,60
5,10,10,3055,-10,30,40,10,0,0,0,0,-10,40
5,11,11,2875,-10,50,60,10,0,0,0,0,-10,60
5,12,12,2763,0,60,60,0,0,0,0,,,60
5,13,13,2783,-20,20,40,20,0,0,0,0.5,-10,40
5,14,14,2788,20,80,60,20,0,0,0,0,10,60
5,15,15,2845,10,40,30,10,0,-10,10,0,10,40
5,16,16,2855,10,70,60,10,0,0,0,1,10,60
5,17,17,2815,30,60,30,30,0,-10,10,0.333333333,30,40
5,18,18,2794,-30,40,70,30,0,10,10,0,-30,60
5,19,19,2657,10,50,40,10,0,0,0,0,10,40
5,20,20,2766,10,80,70,10,0,10,10,0,10,60
5,21,21,2656,-30,40,70,30,0,10,10,0,-30,60
5,22,22,2787,-20,20,40,20,0,0,0,0.5,-10,40
5,23,23,2859,0,30,30,0,0,-10,10,,,40
5,24,24,2826,-10,60,70,10,0,10,10,0,-10,60
5,25,25,2667,20,50,30,20,0,-10,10,0,10,40
5,26,26,2745,10,40,30,10,0,-10,10,0,10,40
5,27,27,2628,-20,50,70,20,0,10,10,0,-10,60
5,28,28,2691,0,70,70,0,0,10,10,,,60
5,29,29,2678,30,60,30,30,0,-10,10,,30,40
5,30,0,4276,-50,0,50,50,1,10,10,0.8,-50,40
5,31,1,2937,-30,20,50,30,1,-10,10,0.333333333,-30,60
5,32,2,2736,10,20,10,10,1,-30,30,1,10,40
5,33,3,2846,40,80,40,40,1,-20,20,0.25,50,60
5,34,4,2847,60,80,20,60,1,-20,20,0.166666667,50,40
5,35,5,2966,30,60,30,30,1,-10,10,0.666666667,30,40
5,36,6,2719,-10,40,50,10,1,-10,10,1,-10,60
5,37,7,2745,60,100,40,60,1,-20,20,0.166666667,50,60
5,38,8,2629,-10,40,50,10,1,10,10,0,-10,40
5,39,9,3258,10,60,50,10,1,-10,10,0,10,60
5,40,10,2776,10,60,50,10,1,-10,10,1,10,60
5,41,11,2754,-50,0,50,50,1,10,10,0.4,-50,40
5,42,12,2680,-10,20,30,10,1,-10,10,0,-10,40
5,43,13,2630,-40,20,60,40,1,0,0,0,-50,60
5,44,14,2582,30,60,30,30,1,-10,10,0.333333333,30,40
5,45,15,2740,40,100,60,40,1,0,0,-0.5,50,60
5,46,16,2987,0,40,40,0,1,0,0,,,40
5,47,17,3232,0,40,40,0,1,-20,20,,,60
5,48,18,2890,10,80,70,10,1,10,10,0,10,60
5,49,19,2661,40,80,40,40,1,0,0,0.25,50,40
5,50,20,3301,30,80,50,30,1,10,10,-0.666666667,30,40
5,51,21,2854,-10,60,70,10,1,10,10,0,-10,60
5,52,22,2868,-50,20,70,50,1,10,10,0.4,-50,60
5,53,23,2895,10,40,30,10,1,-10,10,1,10,40
5,54,24,2799,50,100,50,50,1,-10,10,0.4,50,60
5,55,25,2809,-40,0,40,40,1,0,0,0.25,-50,40
5,56,26,3038,-30,40,70,30,1,10,10,0.333333333,-30,60
5,57,27,2959,30,60,30,30,1,-10,10,1.333333333,30,40
5,58,28,2789,-50,20,70,50,1,30,30,,-50,40
5,59,29,2767,20,80,60,20,1,0,0,,10,60
6,0,0,5764,-20,40,60,20,1,20,20,0,-10,40
6,1,1,3639,40,80,40,40,1,-20,20,0.75,50,60
6,2,2,4440,0,60,60,0,1,20,20,,,40
6,3,3,4458,-10,60,70,10,1,10,10,-1,-10,60
6,4,4,4009,40,80,40,40,1,0,0,0.75,50,40
6,5,5,4168,-70,0,70,70,1,30,30,-0.142857143,-70,40
6,6,6,4562,-40,40,80,40,1,20,20,1,-50,60
6,7,7,4361,-20,20,40,20,1,-20,20,0,-10,60
6,8,8,3610,-60,20,80,60,1,40,40,0.5,-50,40
6,9,9,4409,60,100,40,60,1,-20,20,0.5,50,60
6,10,10,3458,-50,20,70,50,1,10,10,1,-50,60
6,11,11,5481,-10,40,50,10,1,10,10,-1,-10,40
6,12,12,4042,0,60,60,0,1,20,20,,,40
6,13,13,3409,60,80,20,60,1,-40,40,0.833333333,50,60
6,14,14,4425,-20,20,40,20,1,0,0,-2,-10,40
6,15,15,3849,-10,60,70,10,1,10,10,0,-10,60
6,16,16,3889,-80,0,80,80,1,40,40,0.75,-70,40
6,17,17,5104,-30,40,70,30,1,10,10,1,-30,60
6,18,18,4465,60,100,40,60,1,-20,20,0,50,60
6,19,19,4450,60,80,20,60,1,-20,20,1,50,40
6,20,20,3233,-60,20,80,60,1,40,40,1,-50,40
6,21,21,3370,20,60,40,20,1,-20,20,1,10,60
6,22,22,3874,20,80,60,20,1,0,0,0,10,60
6,23,23,4457,40,60,20,40,1,-20,20,1,50,40
6,24,24,4201,-40,20,60,40,1,0,0,0.5,-50,60
6,25,25,4994,-20,40,60,20,1,20,20,1.5,-10,40
6,26,26,3624,60,100,40,60,1,-20,20,0.666666667,50,60
6,27,27,4665,50,80,30,50,1,-10,10,0.6,50,40
6,28,28,4586,-60,0,60,60,1,20,20,,-50,40
6,29,29,4201,-40,40,80,40,1,20,20,,-50,60
6,30,0,4385,20,60,40,20,0,-20,20,2,10,60
6,31,1,4338,20,40,20,20,0,-20,20,1,10,40
6,32,2,4473,10,50,40,10,0,0,0,1,10,40
6,33,3,4649,-30,50,80,30,0,20,20,0.666666667,-30,60
6,34,4,3249,10,70,60,10,0,0,0,0,10,60
6,35,5,3601,-30,20,50,30,0,10,10,0.333333333,-30,40
6,36,6,3865,20,60,40,20,0,0,0,0.5,10,40
6,37,7,4209,20,80,60,20,0,0,0,1,10,60
6,38,8,3538,-20,30,50,20,0,10,10,0.5,-10,40
6,39,9,3777,-40,40,80,40,0,20,20,1,-50,60
6,40,10,4081,20,60,40,20,0,0,0,0.5,10,40
6,41,11,4082,20,60,40,20,0,-20,20,1,10,60
6,42,12,3472,10,70,60,10,0,0,0,0,10,60
6,43,13,4419,0,50,50,0,0,10,10,,,40
6,44,14,4312,-20,40,60,20,0,0,0,0.5,-10,60
6,45,15,4384,-20,20,40,20,0,0,0,0,-10,40
6,46,16,4688,0,50,50,0,0,-10,10,,,60
6,47,17,4337,-10,30,40,10,0,0,0,2,-10,40
6,48,18,4681,30,80,50,30,0,-10,10,0.333333333,30,60
6,49,19,3881,20,40,20,20,0,-20,20,1,10,40
6,50,20,3585,10,70,60,10,0,0,0,0,10,60
6,51,21,3656,20,80,60,20,0,0,0,0,10,60
6,52,22,3609,-20,20,40,20,0,0,0,0,-10,40
6,53,23,4321,0,40,40,0,0,0,0,,,40
6,54,24,4289,0,60,60,0,0,0,0,,,60
6,55,25,4392,40,60,20,40,0,-20,20,0,50,40
6,56,26,4146,30,50,20,30,0,-20,20,1,30,40
6,57,27,3617,-30,50,80,30,0,20,20,1,-30,60
6,58,28,5042,-10,40,50,10,0,-10,10,,-10,60
6,59,29,3761,-20,30,50,20,0,10,10,,-10,40
7,0,0,4006,-71,0,71,71,1,31,31,0.38028169,-70,40
7,1,1,4258,25,80,55,25,1,-5,5,-0.2,30,60
7,2,2,4040,36,80,44,36,1,4,4,0.166666667,30,40
7,3,3,4552,50,100,50,50,1,-10,10,0.54,50,60
7,4,4,3889,10,60,50,10,1,10,10,-0.6,10,40
7,5,5,4203,-4,40,44,4,1,4,4,3.5,-10,40
7,6,6,4354,-57,20,77,57,1,17,17,1,-50,60
7,7,7,4639,40,60,20,40,1,-40,40,1,50,60
7,8,8,4410,-10,20,30,10,1,-10,10,-1.2,-10,40
7,9,9,3895,-20,40,60,20,1,0,0,0.75,-10,60
7,10,10,4104,15,60,45,15,1,-15,15,1.333333333,10,60
7,11,11,4206,18,60,42,18,1,2,2,0.722222222,10,40
7,12,12,4244,-55,0,55,55,1,15,15,0.454545455,-50,40
7,13,13,4792,-45,20,65,45,1,5,5,0.022222222,-50,60
7,14,14,4524,10,40,30,10,1,-10,10,2.4,10,40
7,15,15,4328,-24,40,64,24,1,4,4,-0.25,-30,60
7,16,16,5052,26,80,54,26,1,14,14,-0.730769231,30,40
7,17,17,3870,30,100,70,30,1,10,10,-0.333333333,30,60
7,18,18,4025,20,80,60,20,1,0,0,-1,10,60
7,19,19,4645,-15,20,35,15,1,-5,5,0.666666667,-10,40
7,20,20,4057,15,40,25,15,1,-15,15,1.266666667,10,40
7,21,21,4070,60,100,40,60,1,-20,20,0.416666667,50,60
7,22,22,5171,-5,60,65,5,1,5,5,-2.4,-10,60
7,23,23,4100,-44,0,44,44,1,4,4,0.272727273,-50,40
7,24,24,4856,-57,20,77,57,1,17,17,0.649122807,-50,60
7,25,25,4883,-12,20,32,12,1,-8,8,-0.583333333,-10,40
7,26,26,4605,0,40,40,0,1,-20,20,,,60
7,27,27,4380,41,80,39,41,1,-1,1,1.487804878,50,40
7,28,28,4306,-40,60,100,40,1,60,60,,-50,40
7,29,29,3951,25,80,55,25,1,-5,5,,30,60
7,30,0,6621,20,80,60,20,0,0,0,-0.25,10,60
7,31,1,4100,-10,60,70,10,0,30,30,-1,-10,40
7,32,2,4018,-60,20,80,60,0,40,40,0.666666667,-50,40
7,33,3,4152,5,60,55,5,0,-5,5,1,10,60
7,34,4,3747,-10,50,60,10,0,0,0,1,-10,60
7,35,5,4146,-10,30,40,10,0,0,0,0,-10,40
7,36,6,4087,10,50,40,10,0,0,0,-1.5,10,40
7,37,7,3785,20,70,50,20,0,-10,10,0.25,10,60
7,38,8,4155,15,40,25,15,0,-15,15,1.333333333,10,40
7,39,9,4282,-15,40,55,15,0,-5,5,0.666666667,-10,60
7,40,10,5058,-5,40,45,5,0,5,5,-2,-10,40
7,41,11,5578,35,80,45,35,0,-15,15,0.914285714,30,60
7,42,12,4117,-37,40,77,37,0,17,17,0.756756757,-30,60
7,43,13,3676,-25,30,55,25,0,15,15,-0.6,-30,40
7,44,14,4367,21,70,49,21,0,-11,11,-0.428571429,30,60
7,45,15,5340,-50,20,70,50,0,30,30,0.7,-50,40
7,46,16,4368,10,50,40,10,0,-20,20,2,10,60
7,47,17,4098,15,50,35,15,0,-5,5,0.333333333,10,40
7,48,18,4371,0,60,60,0,0,0,0,,,60
7,49,19,3711,20,60,40,20,0,0,0,1.5,10,40
7,50,20,4563,-5,50,55,5,0,-5,5,-2,-10,60
7,51,21,3509,5,70,65,5,0,5,5,2,10,60
7,52,22,4163,-30,40,70,30,0,30,30,0.666666667,-30,40
7,53,23,5298,10,60,50,10,0,10,10,1.5,10,40
7,54,24,3831,5,80,75,5,0,15,15,-7,10,60
7,55,25,5030,-35,30,65,35,0,25,25,1,-30,40
7,56,26,4532,-10,20,30,10,0,-10,10,-3.5,-10,40
7,57,27,4293,20,60,40,20,0,-20,20,1.85,10,60
7,58,28,4286,-37,40,77,37,0,17,17,,-30,60
7,59,29,4393,-15,50,65,15,0,25,25,,-10,40
8,0,0,5366,10,60,50,10,0,-10,10,2,10,60
8,1,1,4961,15,50,35,15,0,-5,5,-1,10,40
8,2,2,4038,20,40,20,20,0,-20,20,1.5,10,40
8,3,3,3667,-20,50,70,20,0,10,10,2.5,-10,60
8,4,4,3620,50,70,20,50,0,-40,40,1.2,50,60
8,5,5,4160,-30,20,50,30,0,10,10,-0.333333333,-30,40
8,6,6,3012,0,60,60,0,0,20,20,,,40
8,7,7,4095,0,80,80,0,0,20,20,,,60
8,8,8,4018,-10,30,40,10,0,0,0,1.5,-10,40
8,9,9,5894,-30,40,70,30,0,10,10,-0.333333333,-30,60
8,10,10,4088,15,40,25,15,0,-15,15,2.333333333,10,40
8,11,11,3763,-20,60,80,20,0,20,20,1,-10,60
8,12,12,3599,-20,40,60,20,0,0,0,0,-10,60
8,13,13,5599,-40,20,60,40,0,20,20,0.5,-50,40
8,14,14,4630,20,80,60,20,0,0,0,0.5,10,60
8,15,15,3977,20,60,40,20,0,0,0,0.25,10,40
8,16,16,3444,0,70,70,0,0,10,10,,,60
8,17,17,3483,5,50,45,5,0,5,5,-7,10,40
8,18,18,5034,-20,50,70,20,0,10,10,0.5,-10,60
8,19,19,4669,20,30,10,20,0,-30,30,0.5,10,40
8,20,20,3679,0,60,60,0,0,0,0,,,60
